d0,d1,d2,d3,d4,d5,d6,t0,t1,t2,t3,t4,t5,t6,,,,,,,,,
0.00204898129618414,0.00110460177893401,0.000792104976653718,0.00265316714012442,0.0012362301495159,4.73908060030104E-05,0.000622242161853137,2022-03-31,2022-04-01,2022-04-04,2022-04-05,2022-04-06,2022-04-07,2022-04-08,,,,,,,,,
0.00059397605605227,0.000119414127993878,0.00100453576669679,0.000279010441772698,0.000103991850664915,5.76342793010554E-05,3.15664601657772E-06,2022-04-01,2022-04-04,2022-04-05,2022-04-06,2022-04-07,2022-04-08,2022-04-11,,,,,,,,,
3.80487326765433E-05,0.000503787087154706,3.66615504390211E-05,0.000405069673433936,2.53800885730016E-06,5.70853501358215E-05,0.0011197724527392,2022-04-04,2022-04-05,2022-04-06,2022-04-07,2022-04-08,2022-04-11,2022-04-12,,,,,,,,,
0.000451269102086371,1.38263212647871E-05,0.000520621643090676,1.68243795997114E-05,9.75591765381978E-05,0.00128317540861644,0.000139269332294134,2022-04-05,2022-04-06,2022-04-07,2022-04-08,2022-04-11,2022-04-12,2022-04-13,,,,,,,,,
1.71308784047142E-07,0.000952012635252741,0.000178464746568352,0.000342685708346835,0.00191964078476303,0.000396763318576632,0.000663046194176786,2022-04-06,2022-04-07,2022-04-08,2022-04-11,2022-04-12,2022-04-13,2022-04-14,,,,,,,,,
0.000947046247347371,0.000174310422153212,0.000336062390715597,0.00190491936359649,0.000390594734426486,0.000654918394729975,0.000860291748040254,2022-04-07,2022-04-08,2022-04-11,2022-04-12,2022-04-13,2022-04-14,2022-04-15,,,,,,,,,
5.22425043527619E-05,4.49544406819769E-05,0.000915413102347884,5.29549017755926E-05,0.000197000923662927,0.000309409715782749,7.79448839693941E-05,2022-04-08,2022-04-11,2022-04-12,2022-04-13,2022-04-14,2022-04-15,2022-04-18,,,,,,,,,
2.81005870874651E-05,0.000757649019078599,1.70835446624551E-05,0.000123311780043878,0.000221306255298259,3.68697228623205E-05,7.40033669899276E-06,2022-04-11,2022-04-12,2022-04-13,2022-04-14,2022-04-15,2022-04-18,2022-04-19,,,,,,,,,
0.000701983957696939,4.53297275271325E-06,7.73817882873118E-05,0.000161886075375151,1.66410302426812E-05,4.85998498334084E-07,0.000585568956012139,2022-04-12,2022-04-13,2022-04-14,2022-04-15,2022-04-18,2022-04-19,2022-04-20,,,,,,,,,
9.12789255380631E-06,1.49361062540265E-06,1.41087207339297E-06,4.45843418219738E-05,8.56626002132543E-05,0.000198395473717028,0.00012838259954151,2022-04-13,2022-04-14,2022-04-15,2022-04-18,2022-04-19,2022-04-20,2022-04-21,,,,,,,,,
4.02201294491533E-07,5.43253554496914E-06,2.87514069441386E-05,6.44645851934911E-05,0.000231682461389937,0.000155852094621878,0.000227650199121854,2022-04-14,2022-04-15,2022-04-18,2022-04-19,2022-04-20,2022-04-21,2022-04-22,,,,,,,,,
6.02115414949367E-06,2.62318919794779E-05,6.01073863890633E-05,0.000239602160036156,0.000161873941578961,0.000235003926945865,0.000520447576718652,2022-04-15,2022-04-18,2022-04-19,2022-04-20,2022-04-21,2022-04-22,2022-04-25,,,,,,,,,
3.13490463668131E-05,7.53566439470887E-05,0.000207634903063081,0.000137496790785008,0.000207566198696441,0.000478553176662899,0.000517254287842661,2022-04-18,2022-04-19,2022-04-20,2022-04-21,2022-04-22,2022-04-25,2022-04-26,,,,,,,,,
5.7648760275697E-05,0.000273131782023484,0.000200631581037669,0.000278278152109124,0.000575092886720086,0.000619105949454024,0.010858908193768,2022-04-19,2022-04-20,2022-04-21,2022-04-22,2022-04-25,2022-04-26,2022-04-27,,,,,,,,,
0.000324073200545172,0.000290191479734858,0.00039954160479283,0.000732606660903912,0.000769348971743966,0.011471842108449,0.00985526386648417,2022-04-20,2022-04-21,2022-04-22,2022-04-25,2022-04-26,2022-04-27,2022-04-28,,,,,,,,,
0.000183313030902355,0.000173857439222047,0.000369770288898508,0.000417252123042999,0.0100682848142242,0.00853794991621726,0.00576893166817172,2022-04-21,2022-04-22,2022-04-25,2022-04-26,2022-04-27,2022-04-28,2022-04-29,,,,,,,,,
0.000111464005613016,0.000199242641429009,0.000211320229027478,0.00899626314640045,0.00762417345322319,0.00501099523626181,0.0035033191088587,2022-04-22,2022-04-25,2022-04-26,2022-04-27,2022-04-28,2022-04-29,2022-05-02,,,,,,,,,
0.00014555112124981,0.000111262725340566,0.0081459259681651,0.00689425562541146,0.00446525036045387,0.00304268323816359,0.00523880491550699,2022-04-25,2022-04-26,2022-04-27,2022-04-28,2022-04-29,2022-05-02,2022-05-03,,,,,,,,,
6.72975183988456E-05,0.0073434335647562,0.00604969260530197,0.00383446127761999,0.00256311657926744,0.00459335517211912,0.00510002662144871,2022-04-26,2022-04-27,2022-04-28,2022-04-29,2022-05-02,2022-05-03,2022-05-04,,,,,,,,,
0.00707277124547545,0.00557686656611622,0.0034049551525186,0.00223700629271661,0.00418505750553777,0.00466257915832102,0.000701301898743623,2022-04-27,2022-04-28,2022-04-29,2022-05-02,2022-05-03,2022-05-04,2022-05-05,,,,,,,,,
0.00340178390979418,0.000705348568089903,0.000115056769800503,0.00093744440619048,0.00135079606684485,3.08915186906233E-05,0.0010721962325988,2022-04-28,2022-04-29,2022-05-02,2022-05-03,2022-05-04,2022-05-05,2022-05-06,,,,,,,,,
0.000230725396477283,0.00012858799004789,2.77729450317565E-05,0.000172953241417417,0.00075057801609546,0.000111252666101791,0.000374959854752888,2022-04-29,2022-05-02,2022-05-03,2022-05-04,2022-05-05,2022-05-06,2022-05-09,,,,,,,,,
0.000204786402036916,2.40752569879987E-07,4.2681995410021E-05,0.00112632413311076,2.3456925418941E-05,0.000184140336386918,0.000340623279271313,2022-05-02,2022-05-03,2022-05-04,2022-05-05,2022-05-06,2022-05-09,2022-05-10,,,,,,,,,
5.34839728061343E-06,0.000143316182402486,0.000745726165632732,0.000113842674181797,0.000359355004775352,0.000572625562199391,0.000203791351850668,2022-05-03,2022-05-04,2022-05-05,2022-05-06,2022-05-09,2022-05-10,2022-05-11,,,,,,,,,
0.000132686329607168,0.000794495586887933,9.33018893647386E-05,0.000324554084954798,0.000531712467818579,0.000179332131665433,9.051343658939E-05,2022-05-04,2022-05-05,2022-05-06,2022-05-09,2022-05-10,2022-05-11,2022-05-12,,,,,,,,,
0.000926671782508493,2.79188864169555E-05,0.000168653338050717,0.000337725305143977,8.20818968350068E-05,2.61245443198277E-05,4.25906910095364E-06,2022-05-05,2022-05-06,2022-05-09,2022-05-10,2022-05-11,2022-05-12,2022-05-13,,,,,,,,,
0.000126369883446387,0.000602560121706119,0.00100305523142197,0.000459961149545052,0.00027466274696053,9.17789932373125E-05,0.000830072449616637,2022-05-06,2022-05-09,2022-05-10,2022-05-11,2022-05-12,2022-05-13,2022-05-16,,,,,,,,,
0.000499493785355298,0.000750969979890215,0.000273478636017899,0.000143956241117849,2.86033027805388E-05,0.000600829031327521,1.78890559254871E-05,2022-05-09,2022-05-10,2022-05-11,2022-05-12,2022-05-13,2022-05-16,2022-05-17,,,,,,,,,
0.000530723347992534,6.49555668132962E-05,5.0655216909945E-06,1.39008900532644E-05,0.000259714672438349,1.85361479907366E-05,7.57047494062135E-05,2022-05-10,2022-05-11,2022-05-12,2022-05-13,2022-05-16,2022-05-17,2022-05-18,,,,,,,,,
1.26571014789079E-05,4.20735907482595E-05,0.000189615749150107,4.57701717095915E-05,0.000167935770377858,0.000305997042460149,0.000501413887832314,2022-05-11,2022-05-12,2022-05-13,2022-05-16,2022-05-17,2022-05-18,2022-05-19,,,,,,,,,
5.158286603546E-05,0.000228629710363748,2.71830585916177E-05,0.000207497505698458,0.000354562216898557,0.000564099646226168,0.000313077509645154,2022-05-12,2022-05-13,2022-05-16,2022-05-17,2022-05-18,2022-05-19,2022-05-20,,,,,,,,,
0.000188095474186412,6.30558154171013E-05,0.000126970953942853,0.000253056969313548,0.000443021208639038,0.000223425197191318,0.00090218829450345,2022-05-13,2022-05-16,2022-05-17,2022-05-18,2022-05-19,2022-05-20,2022-05-23,,,,,,,,,
0.000112847666059679,3.67308757631583E-05,9.83614884262352E-05,0.000239233251932092,9.57309932800854E-05,0.000614558330425963,0.00147574541392714,2022-05-16,2022-05-17,2022-05-18,2022-05-19,2022-05-20,2022-05-23,2022-05-24,,,,,,,,,
6.61989290619969E-05,0.000194572296322804,0.00040414888644591,0.000198919698050304,0.000828671750241432,0.00180422563084903,0.00312647367627505,2022-05-17,2022-05-18,2022-05-19,2022-05-20,2022-05-23,2022-05-24,2022-05-25,,,,,,,,,
0.000152771972580013,0.000289606923843166,0.000111393536826654,0.000649195580081096,0.00155364574402483,0.00278841277599895,0.00215836846564343,2022-05-18,2022-05-19,2022-05-20,2022-05-23,2022-05-24,2022-05-25,2022-05-26,,,,,,,,,
0.000213307348758462,3.4421740565449E-05,0.000403439828232841,0.00118253903769983,0.00231874997211889,0.00174154600335896,0.00100441486574709,2022-05-19,2022-05-20,2022-05-23,2022-05-24,2022-05-25,2022-05-26,2022-05-27,,,,,,,,,
9.11349184207211E-06,0.000211694707331818,0.000784847885370255,0.00178177322800366,0.00131293020808698,0.000681566802995803,0.00357326378457401,2022-05-20,2022-05-23,2022-05-24,2022-05-25,2022-05-26,2022-05-27,2022-05-30,,,,,,,,,
0.000194918320858026,0.000722087251233461,0.00167236081415467,0.00122552343236748,0.000623551255557686,0.00343663702574304,0.00163405072180467,2022-05-23,2022-05-24,2022-05-25,2022-05-26,2022-05-27,2022-05-30,2022-05-31,,,,,,,,,
0.000583447748795152,0.00126808627101127,0.000836514351476581,0.000372342148921234,0.00284845858209337,0.00123117211501267,0.00147889777531418,2022-05-24,2022-05-25,2022-05-26,2022-05-27,2022-05-30,2022-05-31,2022-06-01,,,,,,,,,
0.000955664873117712,0.000391424482813818,7.6854172448293E-05,0.00189631304601789,0.000675753257382894,0.000853898091918381,0.000345090885275534,2022-05-25,2022-05-26,2022-05-27,2022-05-30,2022-05-31,2022-06-01,2022-06-02,,,,,,,,,
0.000189970484143487,8.52171160659054E-06,0.000904395306861261,0.00018007362177741,0.000309107836301337,4.56218970157232E-05,0.000221235324943336,2022-05-26,2022-05-27,2022-05-30,2022-05-31,2022-06-01,2022-06-02,2022-06-03,,,,,,,,,
3.12476752242219E-05,0.000618489144699197,5.50078120795661E-05,0.000143487486866434,2.45812407228817E-06,9.22913407066517E-05,1.94378380911076E-05,2022-05-27,2022-05-30,2022-05-31,2022-06-01,2022-06-02,2022-06-03,2022-06-06,,,,,,,,,
0.000673449660325787,9.07131552594365E-05,0.000207634903063081,1.47197433761835E-05,0.000137061011628248,5.17774969921447E-06,2.57408828474581E-07,2022-05-30,2022-05-31,2022-06-01,2022-06-02,2022-06-03,2022-06-06,2022-06-07,,,,,,,,,
2.03179317850299E-05,2.1442138177008E-05,5.54188191017734E-05,1.3726205452258E-06,0.0001447697943604,8.83489847183228E-05,2.59607099906134E-06,2022-05-31,2022-06-01,2022-06-02,2022-06-03,2022-06-06,2022-06-07,2022-06-08,,,,,,,,,
1.41401405926445E-05,8.35747378005343E-05,6.21277877144166E-07,0.000192171952221543,0.000123078906653973,1.11063220629148E-05,0.00045549281003332,2022-06-01,2022-06-02,2022-06-03,2022-06-06,2022-06-07,2022-06-08,2022-06-09,,,,,,,,,
9.73708747551602E-05,4.85525583826529E-06,0.000240119108866566,0.00015926369906083,2.25150872665836E-05,0.000518795397738359,0.00181355459994847,2022-06-02,2022-06-03,2022-06-06,2022-06-07,2022-06-08,2022-06-09,2022-06-10,,,,,,,,,
9.05313299881527E-08,0.000138875701850338,6.95059170539025E-05,5.54756297788117E-07,0.000363725124771008,0.00150730929817655,0.00220030651325942,2022-06-03,2022-06-06,2022-06-07,2022-06-08,2022-06-09,2022-06-10,2022-06-13,,,,,,,,,
0.000137507973704487,6.76265053698444E-05,3.76614707420231E-07,0.000359083878720412,0.00149851010155544,0.00218953872740713,0.00825404661100038,2022-06-06,2022-06-07,2022-06-08,2022-06-09,2022-06-10,2022-06-13,2022-06-14,,,,,,,,,
3.55555641817773E-05,1.44140003612847E-05,0.000192079420457958,0.00115298100809014,0.00179686062642759,0.00746167000124842,0.00852332818089963,2022-06-07,2022-06-08,2022-06-09,2022-06-10,2022-06-13,2022-06-14,2022-06-15,,,,,,,,,
2.44604925683234E-05,0.000134947877995728,0.000983937545470326,0.00159770895061229,0.00707991118383688,0.00810869869951603,0.00962785683805123,2022-06-08,2022-06-09,2022-06-10,2022-06-13,2022-06-14,2022-06-15,2022-06-16,,,,,,,,,
0.000158002494799803,0.00110409470289596,0.00177397219908926,0.00742152304974297,0.00844672583320971,0.0100015068621815,0.0273798882901701,2022-06-09,2022-06-10,2022-06-13,2022-06-14,2022-06-15,2022-06-16,2022-06-17,,,,,,,,,
0.000948954859495643,0.00139810077257607,0.00651109196132893,0.00753558160818102,0.00907958305128886,0.0258164713159204,0.0136787606663802,2022-06-10,2022-06-13,2022-06-14,2022-06-15,2022-06-16,2022-06-17,2022-06-20,,,,,,,,,
0.000989329548474416,0.00477604876869009,0.00539407496398781,0.00685708882883773,0.0222367308490448,0.0110713152864719,0.00531772113845364,2022-06-13,2022-06-14,2022-06-15,2022-06-16,2022-06-17,2022-06-20,2022-06-21,,,,,,,,,
0.00397419418027312,0.00379634826117581,0.00478409286097303,0.0186007283357412,0.00872854909630405,0.00371435529450537,0.00292702034130343,2022-06-14,2022-06-15,2022-06-16,2022-06-17,2022-06-20,2022-06-21,2022-06-22,,,,,,,,,
0.00244359721909859,0.00206450816767756,0.0118902983197131,0.00461166497552767,0.00139304177741906,0.000906547586282613,0.00847839655853038,2022-06-15,2022-06-16,2022-06-17,2022-06-20,2022-06-21,2022-06-22,2022-06-23,,,,,,,,,
0.0012860808201367,0.00817383770572633,0.0021584127719052,0.000299855679486427,0.000134350299049402,0.00536763157379041,0.00613514696306083,2022-06-16,2022-06-17,2022-06-20,2022-06-21,2022-06-22,2022-06-23,2022-06-24,,,,,,,,,
0.0069629209122013,0.00108343620945561,2.99608018394792E-06,8.65586571308086E-06,0.00357754063225013,0.00418135661698216,0.00275512458847516,2022-06-17,2022-06-20,2022-06-21,2022-06-22,2022-06-23,2022-06-24,2022-06-27,,,,,,,,,
0.000277880572184586,0.000889856092044283,0.00153875822093141,0.000676323570814976,0.00111502249274054,0.000428804998819032,0.000398303499423491,2022-06-20,2022-06-21,2022-06-22,2022-06-23,2022-06-24,2022-06-27,2022-06-28,,,,,,,,,
0.001094608582207,0.0020741390699186,0.000351551771245828,0.000709381478372961,0.000208942446079163,0.000185047334525734,0.000956077661840027,2022-06-21,2022-06-22,2022-06-23,2022-06-24,2022-06-27,2022-06-28,2022-06-29,,,,,,,,,
0.00152647501090541,0.000980440644525571,0.0016877621274034,0.000779646654564203,0.000679352733868655,0.00189884718224675,0.000299888708696017,2022-06-22,2022-06-23,2022-06-24,2022-06-27,2022-06-28,2022-06-29,2022-06-30,,,,,,,,,
0.00151717417702464,0.00312748692545028,0.00202603696743608,0.00176410478366051,0.00340022664749995,0.00104267372171307,0.00419938301115508,2022-06-23,2022-06-24,2022-06-27,2022-06-28,2022-06-29,2022-06-30,2022-07-01,,,,,,,,,
0.00233535768438742,0.000914518841454992,0.000625147828259287,0.0018046307379791,0.000311274561681785,0.00249158614701628,0.00222250575666302,2022-06-24,2022-06-27,2022-06-28,2022-06-29,2022-06-30,2022-07-01,2022-07-04,,,,,,,,,
0.000433339286246337,4.49352601208375E-05,0.000460206620346071,3.75347758563294E-06,0.00101095392892603,0.000825188874159772,0.00264281236945862,2022-06-27,2022-06-28,2022-06-29,2022-06-30,2022-07-01,2022-07-04,2022-07-05,,,,,,,,,
6.94323625793913E-06,0.000183920401696014,0.000121097874398401,0.000545189115882749,0.000437219159948691,0.00188954980353628,0.00595401525993111,2022-06-28,2022-06-29,2022-06-30,2022-07-01,2022-07-04,2022-07-05,2022-07-06,,,,,,,,,
0.000170192579616923,0.000144116478622891,0.000492802433882389,0.000393559461372241,0.0018043471582132,0.00579961230891968,0.0112769671907245,2022-06-29,2022-06-30,2022-07-01,2022-07-04,2022-07-05,2022-07-06,2022-07-07,,,,,,,,,
0.000211944543707432,0.000297334337119537,0.000199983707943854,0.00138185209016228,0.00507648911502656,0.0102428122127094,0.0127042963251824,2022-06-30,2022-07-01,2022-07-04,2022-07-05,2022-07-06,2022-07-07,2022-07-08,,,,,,,,,
0.000403727209231874,0.000386965556572285,0.0018949013110614,0.00595519272087586,0.0113816219609362,0.0139900299700457,0.0120862908115669,2022-07-01,2022-07-04,2022-07-05,2022-07-06,2022-07-07,2022-07-08,2022-07-11,,,,,,,,,
0.000247730000410257,0.00128874985330185,0.00467809055498947,0.00970474211862893,0.0122589533041264,0.0104563504939961,0.0182640927871492,2022-07-04,2022-07-05,2022-07-06,2022-07-07,2022-07-08,2022-07-11,2022-07-12,,,,,,,,,
0.00107713585384772,0.00389636189447629,0.00839885015830077,0.010883767071391,0.00928179768743576,0.0166752665156766,0.0216083910183897,2022-07-05,2022-07-06,2022-07-07,2022-07-08,2022-07-11,2022-07-12,2022-07-13,,,,,,,,,
0.00313554542663041,0.00626996358755605,0.00810165833377141,0.00689172193324339,0.0136429803469584,0.018081920644363,0.0234437025947045,2022-07-06,2022-07-07,2022-07-08,2022-07-11,2022-07-12,2022-07-13,2022-07-14,,,,,,,,,
0.00465236095101318,0.00472484485021596,0.00343384223947396,0.00885113072422444,0.0128725368924734,0.0173590958329442,0.014742562133506,2022-07-07,2022-07-08,2022-07-11,2022-07-12,2022-07-13,2022-07-14,2022-07-15,,,,,,,,,
0.00306244215266815,0.00106670723562274,0.00413928219700222,0.00736256943332592,0.0112745367553089,0.00910513621056452,0.00382442860063748,2022-07-08,2022-07-11,2022-07-12,2022-07-13,2022-07-14,2022-07-15,2022-07-18,,,,,,,,,
0.000473434775130954,0.00187098224705559,0.00380087414305308,0.00701130884499435,0.00557501502862579,0.0016598652293851,0.000557797852707154,2022-07-11,2022-07-12,2022-07-13,2022-07-14,2022-07-15,2022-07-18,2022-07-19,,,,,,,,,
0.00151750851387085,0.00284545636168332,0.00550785662198905,0.0043324265263891,0.00106048683755944,0.000234273511750871,7.48772456518054E-05,2022-07-12,2022-07-13,2022-07-14,2022-07-15,2022-07-18,2022-07-19,2022-07-20,,,,,,,,,
0.00208218194188703,0.00351846320336335,0.00237725248575771,0.000279424770269543,4.3489512790984E-07,3.89362403439009E-05,0.000215387736716366,2022-07-13,2022-07-14,2022-07-15,2022-07-18,2022-07-19,2022-07-20,2022-07-21,,,,,,,,,
0.00252712894166507,0.000979276394218687,1.06907575627702E-05,0.000320051259222964,0.000546659768815516,7.61196952225873E-06,0.000114923824185098,2022-07-14,2022-07-15,2022-07-18,2022-07-19,2022-07-20,2022-07-21,2022-07-22,,,,,,,,,
0.000454069173429161,0.000507411095895804,0.00159287142219,0.00191930652727024,0.000468220069024028,0.00089521245377,0.00258954627520325,2022-07-15,2022-07-18,2022-07-19,2022-07-20,2022-07-21,2022-07-22,2022-07-25,,,,,,,,,
0.000716511407517828,0.00231214182372241,0.00282560029722845,0.000918705433150535,0.00143879431198002,0.00348516678877786,0.00477025067448267,2022-07-18,2022-07-19,2022-07-20,2022-07-21,2022-07-22,2022-07-25,2022-07-26,,,,,,,,,
0.00182751161992201,0.00183796338751563,0.000343834192108261,0.000729538154701004,0.00239560814065953,0.00345830712467432,0.000502802919299938,2022-07-19,2022-07-20,2022-07-21,2022-07-22,2022-07-25,2022-07-26,2022-07-27,,,,,,,,,
0.00118034279239509,4.45815749117173E-06,6.70708288907917E-05,0.00099025965846522,0.00182001782013685,3.60806573098671E-05,0.000619082220509881,2022-07-20,2022-07-21,2022-07-22,2022-07-25,2022-07-26,2022-07-27,2022-07-28,,,,,,,,,
2.2239896679821E-05,2.49868410264753E-05,0.00026739368172457,0.000819200198748149,4.85400325942464E-05,0.0014496670482913,0.000272785148126786,2022-07-21,2022-07-22,2022-07-25,2022-07-26,2022-07-27,2022-07-28,2022-07-29,,,,,,,,,
1.65128958542482E-05,0.000329746108945983,0.000942034305126072,2.54465796842851E-05,0.00131746091938112,0.000216340530641901,8.8761808910931E-05,2022-07-22,2022-07-25,2022-07-26,2022-07-27,2022-07-28,2022-07-29,2022-08-01,,,,,,,,,
0.000359608148073676,0.00103987329771371,1.06471472918201E-05,0.00120005033772941,0.000173681438354834,0.000120489949040348,0.000614723834587494,2022-07-25,2022-07-26,2022-07-27,2022-07-28,2022-07-29,2022-08-01,2022-08-02,,,,,,,,,
0.000811901267297799,0.000110579733018312,0.00184524819724174,0.000437119460002577,1.46831771417055E-05,0.000307349809190782,3.13543862375809E-05,2022-07-26,2022-07-27,2022-07-28,2022-07-29,2022-08-01,2022-08-02,2022-08-03,,,,,,,,,
0.000260791623304613,0.00290009801778979,0.00111613734793536,6.07449294420803E-05,4.60480262063356E-05,2.83437714188039E-05,0.000370687787153656,2022-07-27,2022-07-28,2022-07-29,2022-08-01,2022-08-02,2022-08-03,2022-08-04,,,,,,,,,
0.00256693226765492,0.000742032654898139,5.12955921294633E-07,0.000178604916300174,5.74100567973801E-07,0.000647010514512658,0.000137608640443432,2022-07-28,2022-07-29,2022-08-01,2022-08-02,2022-08-03,2022-08-04,2022-08-05,,,,,,,,,
0.000297416565672393,0.000346491872051047,0.00126154035774562,0.000455309646213209,0.00197709960070824,0.000966011330319816,0.00064062223827932,2022-07-29,2022-08-01,2022-08-02,2022-08-03,2022-08-04,2022-08-05,2022-08-08,,,,,,,,,
0.000484895372210303,0.00177248631734983,0.00083406129215291,0.00264938603891096,0.00141078837714304,0.00101742294850737,0.0017476006405559,2022-08-01,2022-08-02,2022-08-03,2022-08-04,2022-08-05,2022-08-08,2022-08-09,,,,,,,,,
0.00142472094103141,0.000418694922700524,0.00174895640520845,0.000817127034679288,0.000557032311917283,0.0011137490546389,0.000695580661158601,2022-08-02,2022-08-03,2022-08-04,2022-08-05,2022-08-08,2022-08-09,2022-08-10,,,,,,,,,
0.000169025094010067,0.000749924970477878,0.000144414299029449,6.7109886003891E-05,0.000365983942174353,0.000141517990414286,0.001201471346576,2022-08-03,2022-08-04,2022-08-05,2022-08-08,2022-08-09,2022-08-10,2022-08-11,,,,,,,,,
0.000616072340790197,4.97164749049261E-05,6.20031732978532E-06,0.000191247637303604,4.89061576445238E-05,0.00088080414570868,0.000243664020672441,2022-08-04,2022-08-05,2022-08-08,2022-08-09,2022-08-10,2022-08-11,2022-08-12,,,,,,,,,
4.68240705231437E-06,4.86663566334755E-05,8.75716887094313E-06,9.73406008597522E-06,0.000413113099284601,3.72412623619311E-05,0.000989659537481202,2022-08-05,2022-08-08,2022-08-09,2022-08-10,2022-08-11,2022-08-12,2022-08-15,,,,,,,,,
5.47817044207477E-05,4.55737085758301E-06,1.65400344940281E-05,0.000378068700456424,2.79592134120321E-05,0.0009382329537857,2.85880034880392E-05,2022-08-08,2022-08-09,2022-08-10,2022-08-11,2022-08-12,2022-08-15,2022-08-16,,,,,,,,,
